has_preamble,preamble_text,question,answer,subject,subject_topic,form,difficulty,question_type
No,None,"What is the name of the structure where the DNA is stored in the nucleus of the cell?
 Clue 1: It is a large, membrane bound organelle
 Clue 2: It is found in the nucleus
 Clue 3: It is made up of proteins and nucleic acids
 Clue 4: It is the site of DNA replication and transcription",Nucleus<|end_of_text|>,Biology,,,,5
No,None,A substance that is a weak acid in one solution and a weak base in another solution is,Amphiprotic<|end_of_text|>,,,,,1
No,None,"A cell wall that is made of cellulose, hemicellulose, pectin, lignin, and other substances is found in:",Plants<|end_of_text|>,Biology,,,,1
No,None,"The name of the structure that is a part of the human brain and is responsible for the storage of short term memory.
 Clue 1: It is a part of the limbic system
 Clue 2: It is located at the base of the brain
 Clue 3: It is responsible for the storage of short term memory
 Clue 4: It is a part of the brain that is responsible for processing smell",Hippocampus<|end_of_text|>,Biology,,,,5
No,None,"What is the name of the cell organelle that is responsible for protein synthesis?
 Clue 1: The organelle is a site of protein synthesis.
 Clue 2: The organelle is where ribosomes are found.
 Clue 3: The organelle is where DNA is found.
 Clue 4: The organelle is the cell's powerhouse.",Nucleus<|end_of_text|>,,,,,5
No,None,"What is the name of the cell organelle that is responsible for protein synthesis?
 Clue 1: The organelle is a site of protein synthesis.
 Clue 2: The organelle is where ribosomes are found.
 Clue 3: The organelle is where DNA is found.
 Clue 4: The organelle is the cell's powerhouse.",Nucleus<|end_of_text|>,,,,,5
No,None,The first two letters of the name of the first element in the second period of the Periodic Table.,Li<|end_of_text|>,,,,,1
No,None,"What is the name given to the process by which organisms that are exposed to a harmful substance or stimulus respond to it?
 Clue 1: It is also known as the stress response.
 Clue 2: It is a physiological response to a harmful stimulus.
 Clue 3: It is a protective response to stress.
 Clue 4: It is a protective response to a harmful stimulus.",Stress response<|end_of_text|>,,,,,5
No,None,The part of a cell that contains the genetic material is called the nucleus.,Nucleus<|end_of_text|>,Biology,,,,1
No,None,The following are some of the types of the stem of plants: 1. Monopodial 2. Sympodial 3. Apical 4. Axial 5. Tendrillous,1. Monopodial 2. Sympodial 3. Apical 4. Axial 5. Tendrillous<|end_of_text|>,Biology,,,,1
No,None,"The process by which an organism obtains food and energy from its environment
 Clue 1: Autotrophs and heterotrophs
 Clue 2: Autotrophs are producers
 Clue 3: Heterotrophs are consumers
 Clue 4: Autotrophs are capable of synthesizing their own food",Autotrophs and heterotrophs<|end_of_text|>,Biology,,,,5
No,None,"The process by which an organism obtains food and energy from its environment
 Clue 1: Autotrophs and heterotrophs
 Clue 2: Autotrophs are producers
 Clue 3: Heterotrophs are consumers
 Clue 4: Autotrophs are capable of synthesizing their own food",Autotrophs and heterotrophs<|end_of_text|>,Biology,,,,5
No,None,The process of changing the colour of a dye by a reaction with an enzyme is called,Enzymatic decolourisation<|end_of_text|>,,,,,1
No,None,The process of changing the colour of a dye by a reaction with an enzyme is called,Enzymatic decolourisation<|end_of_text|>,,,,,1
No,None,"What is the name of the process by which an organism obtains its food?
 Clue 1: It is a form of nutrition
 Clue 2: It involves the ingestion of food and the absorption of nutrients
 Clue 3: It may involve the ingestion of organic or inorganic substances
 Clue 4: It may involve the ingestion of food from living or non-living organisms",Nutrition<|end_of_text|>,,,,,5
No,None,The ability of a plant to absorb water and nutrients from the soil is determined by the root system.,Yes<|end_of_text|>,,,,,1
No,None,"What is the name of the part of the cell where proteins are made?
 Clue 1: It is a structure
 Clue 2: It is found in the cytoplasm
 Clue 3: It is where proteins are made
 Clue 4: It is a site of protein synthesis",Ribosome<|end_of_text|>,Biology,,,,5
No,None,"What is the name of the part of the cell where proteins are made?
 Clue 1: It is a structure
 Clue 2: It is found in the cytoplasm
 Clue 3: It is where proteins are made
 Clue 4: It is a site of protein synthesis",Ribosome<|end_of_text|>,Biology,,,,5
No,None,"What is the common name of the genus of the organism that causes Legionnaires' disease?
 Clue 1: It is a member of the family Legionellaceae
 Clue 2: The organisms are aerobic gram-negative bacilli
 Clue 3: The organisms are non-motile
 Clue 4: The organisms are catalase-positive",Legionella<|end_of_text|>,,,,,5
No,None,"A structure of the human body that is not part of the digestive system, circulatory system, nervous system, respiratory system, or skeletal system
 Clue 1: It is a system that is responsible for the production of gametes
 Clue 2: It is a system that produces hormones
 Clue 3: It is a system that is responsible for reproduction
 Clue 4: It is a system that produces gametes",Reproductive system<|end_of_text|>,,,,,5
No,None,"Name the part of the plant that is responsible for the uptake of water and minerals from the soil.
 Clue 1: It is located at the base of the plant.
 Clue 2: It is the site of absorption of water and minerals.
 Clue 3: It is the part of the plant that is in direct contact with the soil.
 Clue 4: It is the part of the plant that is in direct contact with the roots.",Roots<|end_of_text|>,Biology,,,,5
No,None,"What is the name given to the group of cells that make up the ovary?
 Clue 1: The ovary is made up of many cells that are grouped together to form the ovary.
 Clue 2: The ovary is a reproductive organ found in the female reproductive system.
 Clue 3: The ovary is where ova are produced.
 Clue 4: The group of cells that make up the ovary is called the ovary.",Ovary<|end_of_text|>,Biology,,,,5
No,None,"What does the term ""mimicry"" mean in biology?
 Clue 1: A form of camouflage
 Clue 2: It is a form of protection
 Clue 3: It is a form of defense
 Clue 4: It is a form of survival",Mimicry is a form of camouflage where organisms adopt the appearance of another organism for protection or defense.<|end_of_text|>,,,,,5
No,None,"What does the term ""mimicry"" mean in biology?
 Clue 1: A form of camouflage
 Clue 2: It is a form of protection
 Clue 3: It is a form of defense
 Clue 4: It is a form of survival",Mimicry is a form of camouflage where organisms adopt the appearance of another organism for protection or defense.<|end_of_text|>,,,,,5
No,None,What is the name of the process by which the leaves of plants absorb water and nutrients from the soil?,Absorption<|end_of_text|>,,,,,1
No,None,What is the name of the process by which the leaves of plants absorb water and nutrients from the soil?,Absorption<|end_of_text|>,,,,,1
No,None,"What is the name of the plant part that is not a leaf, stem, flower or root?
 Clue 1: It is not a leaf
 Clue 2: It is not a stem
 Clue 3: It is not a flower
 Clue 4: It is not a root",Bud<|end_of_text|>,Biology,,,,5
No,None,"A structure that does not function as a unit, but instead is made up of a number of parts that work together to perform a function.",Organelle<|end_of_text|>,,,,,1
No,None,Name the process by which the genetic material of the nucleus of a cell is transferred to the nucleus of a newly formed cell during cell division.,Mitosis<|end_of_text|>,,,,,1
No,None,Name the process by which the genetic material of the nucleus of a cell is transferred to the nucleus of a newly formed cell during cell division.,Mitosis<|end_of_text|>,,,,,1
No,None,"Clue 1: A plant that bears flowers.
 Clue 2: It is a plant that bears flowers.
 Clue 3: It is a plant that bears flowers.
 Clue 4: It is a plant that bears flowers.",Flowering plant<|end_of_text|>,Biology,,,,5
No,None,"What is the name of the structure that protects the eggs of a bird from being eaten by other birds?
 Clue 1: The structure is made of a thick layer of material
 Clue 2: The structure is usually placed at the end of the tail
 Clue 3: The structure is usually red in colour
 Clue 4: The structure is a modified feather",Rectrices<|end_of_text|>,Biology,,,,5
No,None,"Clue 1: A flower.
 Clue 2: It has a stalk.
 Clue 3: It has two petals.
 Clue 4: It is not a rose.",A buttercup<|end_of_text|>,,,,,5
No,None,"What is the name given to the group of cells that make up the wall of a plant stem?
 Clue 1: They are usually dead cells.
 Clue 2: They are the main support for the plant.
 Clue 3: They are made up of dead cells.
 Clue 4: They are dead cells.",Sclerenchyma<|end_of_text|>,,,,,5
No,None,"What is the name of the structure that is formed when the sperm head fuses with the egg cell?
 Clue 1: The name is given by the sperm
 Clue 2: The name is not a single word
 Clue 3: The name is made up of two words
 Clue 4: The first word is the name of the sperm head",Zygote<|end_of_text|>,,,,,5
No,None,The only way to tell the difference between a male and a female of this species is to look at the mouthparts.,Mantis<|end_of_text|>,,,,,1
No,None,"What has a mouth, but can't eat?",A fish tank<|end_of_text|>,Biology,,,,1
No,None,"What has a mouth, but can't eat?",A fish tank<|end_of_text|>,Biology,,,,1
No,None,"The organ of a plant that bears the seeds.
 Clue 1: It is a swollen structure that contains the seeds
 Clue 2: It is found in the fruit of the plant
 Clue 3: It is a swollen structure that contains the seeds
 Clue 4: It is a swollen structure that contains the seeds",Ovule<|end_of_text|>,Biology,,,,5
No,None,Name the process by which the roots of a plant take up water and minerals from the soil.,Absorption<|end_of_text|>,,,,,1
No,None,"A type of plant that has no flowers and bears seeds in a fruit
 Clue 1: The fruit may be a berry or a capsule
 Clue 2: The fruit may be a nut or a pod
 Clue 3: The fruit may be a samara
 Clue 4: The fruit may be a drupe",Angiosperm<|end_of_text|>,,,,,5
No,None,"The cell wall of a plant cell is made up of a variety of substances. Which of the following is not one of them?
 Clue 1: The cell wall is made up of cellulose, pectin, hemicellulose, lignin and proteins.
 Clue 2: The cell wall is made up of cellulose, pectin, hemicellulose, lignin and proteins.
 Clue 3: The cell wall is made up of cellulose, pectin, hemicellulose, lignin and proteins.
 Clue 4: The cell wall is made up of cellulose, pectin, hemicellulose, lignin and proteins.",Starch<|end_of_text|>,Biology,,,,5
No,None,What is the name given to a group of organisms that belong to the same species and live in the same place?,Population<|end_of_text|>,Biology,,,,1
No,None,What is the name given to a group of organisms that belong to the same species and live in the same place?,Population<|end_of_text|>,Biology,,,,1
No,None,"The blood of a healthy person contains 5% of the red blood cells in plasma.
 Clue 1: What is the name of the process by which red blood cells are removed from the blood?
 Clue 2: What is the name of the process by which red blood cells are removed from the blood?
 Clue 3: What is the name of the process by which red blood cells are removed from the blood?
 Clue 4: What is the name of the process by which red blood cells are removed from the blood?",Haemolysis<|end_of_text|>,Biology,,,,5
No,None,"Name the part of the plant where the roots, stem and leaves meet.
 Clue 1: The point where the stem and root meet is called the root collar.
 Clue 2: The point where the stem and leaves meet is called the node.
 Clue 3: The point where the root and stem meet is called the root collar.
 Clue 4: The point where the stem and leaves meet is called the node.","The point where the root, stem and leaf meet is called the node.<|end_of_text|>",,,,,5
No,None,"Name the part of the plant where the roots, stem and leaves meet.
 Clue 1: The point where the stem and root meet is called the root collar.
 Clue 2: The point where the stem and leaves meet is called the node.
 Clue 3: The point where the root and stem meet is called the root collar.
 Clue 4: The point where the stem and leaves meet is called the node.","The point where the root, stem and leaf meet is called the node.<|end_of_text|>",,,,,5
